order_id,product_id,customer_id,order_date,return_date,product_category,product_price,quantity,return_reason,return_status,days_to_return,payment_method,shipping_method,discount_applied,source
ORD00003410,PROD00003410,USER00003410,2024-01-05,,Books,299.32,3,,Not Returned,,PayPal,Express,48.68,synthetic_returns
ORD00003869,PROD00003869,USER00003869,2024-01-05,2024-03-02,Books,462.22,3,Changed mind,Returned,57.0,Debit Card,Express,29.44,synthetic_returns
ORD00003872,PROD00003872,USER00003872,2024-01-05,2023-08-21,Toys,338.22,2,Defective,Returned,-137.0,PayPal,Next-Day,20.73,synthetic_returns
ORD00005885,PROD00005885,USER00005885,2024-01-06,,Toys,50.01,4,,Not Returned,,Gift Card,Next-Day,48.79,synthetic_returns
ORD00008201,PROD00008201,USER00008201,2024-01-06,2024-01-01,Toys,242.42,1,Not as described,Returned,-5.0,PayPal,Next-Day,13.28,synthetic_returns
ORD00008629,PROD00008629,USER00008629,2024-01-06,2024-11-04,Home,231.15,4,Wrong item,Returned,303.0,Debit Card,Next-Day,7.02,synthetic_returns
ORD00000036,PROD00000036,USER00000036,2024-01-07,2023-08-29,Electronics,115.82,5,Defective,Returned,-131.0,Credit Card,Express,23.76,synthetic_returns
ORD00001688,PROD00001688,USER00001688,2024-01-08,2024-06-30,Home,55.83,5,Changed mind,Returned,174.0,PayPal,Next-Day,8.4,synthetic_returns
ORD00004645,PROD00004645,USER00004645,2024-01-08,,Home,475.37,5,,Not Returned,,Credit Card,Standard,7.58,synthetic_returns
ORD00007488,PROD00007488,USER00007488,2024-01-08,2024-02-11,Toys,352.61,3,Defective,Returned,34.0,Gift Card,Standard,44.74,synthetic_returns
ORD00004228,PROD00004228,USER00004228,2024-01-09,,Toys,264.39,5,,Not Returned,,Credit Card,Express,28.81,synthetic_returns
ORD00004511,PROD00004511,USER00004511,2024-01-09,,Toys,417.36,3,,Not Returned,,PayPal,Standard,39.15,synthetic_returns
ORD00009068,PROD00009068,USER00009068,2024-01-09,,Home,25.91,4,,Not Returned,,Credit Card,Express,20.77,synthetic_returns
ORD00002840,PROD00002840,USER00002840,2024-01-10,2024-11-29,Electronics,178.21,3,Defective,Returned,324.0,PayPal,Next-Day,35.32,synthetic_returns
ORD00003937,PROD00003937,USER00003937,2024-01-10,2024-04-25,Electronics,266.31,5,Changed mind,Returned,106.0,Debit Card,Next-Day,5.81,synthetic_returns
ORD00005331,PROD00005331,USER00005331,2024-01-10,2024-02-24,Books,8.01,5,Changed mind,Returned,45.0,Debit Card,Express,28.09,synthetic_returns
ORD00006196,PROD00006196,USER00006196,2024-01-10,2023-11-28,Books,446.59,2,Defective,Returned,-43.0,Gift Card,Next-Day,35.11,synthetic_returns
ORD00002689,PROD00002689,USER00002689,2024-01-11,,Home,265.26,2,,Not Returned,,PayPal,Next-Day,40.65,synthetic_returns
ORD00008243,PROD00008243,USER00008243,2024-01-11,,Toys,340.56,2,,Not Returned,,Credit Card,Standard,43.93,synthetic_returns
ORD00008773,PROD00008773,USER00008773,2024-01-11,,Clothing,457.86,1,,Not Returned,,Credit Card,Standard,42.99,synthetic_returns
ORD00000323,PROD00000323,USER00000323,2024-01-12,,Books,60.37,5,,Not Returned,,Debit Card,Standard,7.97,synthetic_returns
ORD00005190,PROD00005190,USER00005190,2024-01-12,2023-12-12,Books,76.93,2,Not as described,Returned,-31.0,Credit Card,Standard,5.07,synthetic_returns
ORD00000582,PROD00000582,USER00000582,2024-01-13,,Clothing,151.77,5,,Not Returned,,Debit Card,Express,12.01,synthetic_returns
ORD00002036,PROD00002036,USER00002036,2024-01-13,2024-01-09,Electronics,315.58,2,Not as described,Returned,-4.0,Gift Card,Next-Day,12.15,synthetic_returns
ORD00001162,PROD00001162,USER00001162,2024-01-14,,Home,353.05,2,,Not Returned,,Credit Card,Express,43.02,synthetic_returns
ORD00001328,PROD00001328,USER00001328,2024-01-14,2023-10-26,Books,325.21,5,Changed mind,Returned,-80.0,Debit Card,Standard,28.96,synthetic_returns
ORD00002236,PROD00002236,USER00002236,2024-01-14,,Electronics,393.72,3,,Not Returned,,Credit Card,Standard,38.35,synthetic_returns
ORD00002360,PROD00002360,USER00002360,2024-01-14,,Home,93.71,2,,Not Returned,,Debit Card,Express,33.63,synthetic_returns
ORD00008358,PROD00008358,USER00008358,2024-01-14,2024-03-25,Clothing,183.32,5,Defective,Returned,71.0,Credit Card,Standard,21.47,synthetic_returns
ORD00005826,PROD00005826,USER00005826,2024-01-15,,Toys,21.81,1,,Not Returned,,Gift Card,Standard,35.38,synthetic_returns
ORD00006273,PROD00006273,USER00006273,2024-01-15,,Books,99.24,3,,Not Returned,,Credit Card,Standard,14.12,synthetic_returns
ORD00001578,PROD00001578,USER00001578,2024-01-16,,Clothing,224.1,1,,Not Returned,,PayPal,Express,22.58,synthetic_returns
ORD00001807,PROD00001807,USER00001807,2024-01-16,2023-06-06,Books,337.73,3,Not as described,Returned,-224.0,Gift Card,Standard,18.19,synthetic_returns
ORD00003933,PROD00003933,USER00003933,2024-01-16,2024-12-09,Home,198.7,1,Wrong item,Returned,328.0,Gift Card,Standard,24.68,synthetic_returns
ORD00005272,PROD00005272,USER00005272,2024-01-16,2023-03-11,Clothing,255.24,4,Wrong item,Returned,-311.0,PayPal,Express,21.05,synthetic_returns
ORD00006929,PROD00006929,USER00006929,2024-01-16,2024-09-11,Books,6.75,4,Not as described,Returned,239.0,Debit Card,Standard,24.14,synthetic_returns
ORD00002498,PROD00002498,USER00002498,2024-01-17,,Clothing,222.44,5,,Not Returned,,Gift Card,Express,12.04,synthetic_returns
ORD00007058,PROD00007058,USER00007058,2024-01-17,2023-04-04,Toys,278.65,1,Defective,Returned,-288.0,Credit Card,Standard,26.83,synthetic_returns
ORD00000623,PROD00000623,USER00000623,2024-01-18,,Electronics,14.22,4,,Not Returned,,Gift Card,Next-Day,43.31,synthetic_returns
ORD00001346,PROD00001346,USER00001346,2024-01-18,2023-02-21,Electronics,332.46,5,Not as described,Returned,-331.0,Debit Card,Express,20.84,synthetic_returns
ORD00002907,PROD00002907,USER00002907,2024-01-18,2023-09-28,Books,339.87,3,Defective,Returned,-112.0,Debit Card,Next-Day,46.28,synthetic_returns
ORD00009917,PROD00009917,USER00009917,2024-01-18,,Home,115.72,4,,Not Returned,,Gift Card,Next-Day,1.82,synthetic_returns
ORD00000274,PROD00000274,USER00000274,2024-01-19,2024-11-02,Electronics,392.03,5,Defective,Returned,288.0,Debit Card,Standard,2.16,synthetic_returns
ORD00001277,PROD00001277,USER00001277,2024-01-19,,Electronics,109.36,1,,Not Returned,,Credit Card,Next-Day,16.26,synthetic_returns
ORD00007855,PROD00007855,USER00007855,2024-01-19,,Electronics,264.22,5,,Not Returned,,Credit Card,Next-Day,24.67,synthetic_returns
ORD00001195,PROD00001195,USER00001195,2024-01-20,2023-05-08,Toys,328.05,4,Not as described,Returned,-257.0,Debit Card,Next-Day,9.28,synthetic_returns
ORD00006751,PROD00006751,USER00006751,2024-01-20,2023-12-17,Electronics,419.7,1,Changed mind,Returned,-34.0,PayPal,Express,5.61,synthetic_returns
ORD00002453,PROD00002453,USER00002453,2024-01-21,,Clothing,422.37,5,,Not Returned,,Gift Card,Next-Day,36.56,synthetic_returns
ORD00000222,PROD00000222,USER00000222,2024-01-22,,Home,179.56,2,,Not Returned,,Credit Card,Express,45.92,synthetic_returns
ORD00003105,PROD00003105,USER00003105,2024-01-22,,Home,49.43,5,,Not Returned,,PayPal,Express,32.98,synthetic_returns
ORD00008023,PROD00008023,USER00008023,2024-01-22,,Electronics,463.1,1,,Not Returned,,PayPal,Standard,37.49,synthetic_returns
ORD00000290,PROD00000290,USER00000290,2024-01-23,,Home,431.36,5,,Not Returned,,Debit Card,Express,40.2,synthetic_returns
ORD00004048,PROD00004048,USER00004048,2024-01-23,2024-05-11,Books,160.42,1,Defective,Returned,109.0,Gift Card,Express,22.47,synthetic_returns
ORD00008614,PROD00008614,USER00008614,2024-01-23,2024-02-14,Electronics,163.06,2,Defective,Returned,22.0,Credit Card,Standard,27.72,synthetic_returns
ORD00000292,PROD00000292,USER00000292,2024-01-24,,Books,401.31,2,,Not Returned,,Gift Card,Standard,18.01,synthetic_returns
ORD00004867,PROD00004867,USER00004867,2024-01-24,,Toys,354.91,4,,Not Returned,,Credit Card,Standard,16.42,synthetic_returns
ORD00005648,PROD00005648,USER00005648,2024-01-24,2023-02-03,Electronics,400.39,1,Defective,Returned,-355.0,Debit Card,Next-Day,7.36,synthetic_returns
ORD00009833,PROD00009833,USER00009833,2024-01-24,,Books,47.26,1,,Not Returned,,PayPal,Standard,11.45,synthetic_returns
ORD00001616,PROD00001616,USER00001616,2024-01-25,2024-11-08,Electronics,433.41,5,Not as described,Returned,288.0,Credit Card,Standard,24.91,synthetic_returns
ORD00007826,PROD00007826,USER00007826,2024-01-25,2024-02-03,Toys,448.61,3,Not as described,Returned,9.0,PayPal,Next-Day,33.81,synthetic_returns
ORD00009019,PROD00009019,USER00009019,2024-01-25,2024-03-25,Home,395.65,5,Changed mind,Returned,60.0,Credit Card,Express,35.6,synthetic_returns
ORD00009813,PROD00009813,USER00009813,2024-01-25,2024-09-28,Home,142.83,1,Not as described,Returned,247.0,Debit Card,Next-Day,27.52,synthetic_returns
ORD00003615,PROD00003615,USER00003615,2024-01-27,,Clothing,393.33,3,,Not Returned,,Debit Card,Standard,23.65,synthetic_returns
ORD00004982,PROD00004982,USER00004982,2024-01-27,2023-11-25,Toys,24.99,2,Changed mind,Returned,-63.0,Credit Card,Express,11.63,synthetic_returns
ORD00006271,PROD00006271,USER00006271,2024-01-27,2024-09-12,Electronics,12.22,1,Not as described,Returned,229.0,Gift Card,Standard,11.18,synthetic_returns
ORD00000833,PROD00000833,USER00000833,2024-01-28,2023-09-17,Clothing,72.94,4,Not as described,Returned,-133.0,Debit Card,Standard,39.66,synthetic_returns
ORD00004519,PROD00004519,USER00004519,2024-01-28,,Toys,335.86,5,,Not Returned,,Gift Card,Next-Day,38.83,synthetic_returns
ORD00005851,PROD00005851,USER00005851,2024-01-28,2023-09-08,Toys,323.54,3,Defective,Returned,-142.0,PayPal,Standard,29.29,synthetic_returns
ORD00007051,PROD00007051,USER00007051,2024-01-28,2024-09-22,Books,74.67,3,Wrong item,Returned,238.0,PayPal,Next-Day,43.9,synthetic_returns
ORD00008382,PROD00008382,USER00008382,2024-01-28,,Electronics,148.82,3,,Not Returned,,Debit Card,Next-Day,0.29,synthetic_returns
ORD00000590,PROD00000590,USER00000590,2024-01-29,,Toys,177.2,2,,Not Returned,,Debit Card,Next-Day,31.28,synthetic_returns
ORD00005071,PROD00005071,USER00005071,2024-01-30,,Electronics,24.47,2,,Not Returned,,Credit Card,Standard,21.06,synthetic_returns
ORD00006550,PROD00006550,USER00006550,2024-01-30,,Toys,455.91,2,,Not Returned,,Gift Card,Standard,0.89,synthetic_returns
ORD00006913,PROD00006913,USER00006913,2024-01-30,,Clothing,341.98,4,,Not Returned,,Gift Card,Standard,32.24,synthetic_returns
ORD00000381,PROD00000381,USER00000381,2024-01-31,,Toys,253.03,3,,Not Returned,,Gift Card,Express,47.43,synthetic_returns
ORD00005927,PROD00005927,USER00005927,2024-01-31,2023-01-11,Clothing,290.49,2,Defective,Returned,-385.0,Debit Card,Next-Day,21.3,synthetic_returns
ORD00007485,PROD00007485,USER00007485,2024-01-31,,Electronics,160.92,1,,Not Returned,,Credit Card,Standard,43.42,synthetic_returns
ORD00008478,PROD00008478,USER00008478,2024-01-31,2024-08-19,Electronics,380.65,2,Not as described,Returned,201.0,Gift Card,Next-Day,35.0,synthetic_returns
ORD00008574,PROD00008574,USER00008574,2024-01-31,2023-04-19,Clothing,75.81,5,Changed mind,Returned,-287.0,PayPal,Express,13.46,synthetic_returns
ORD00009919,PROD00009919,USER00009919,2024-01-31,,Electronics,441.69,3,,Not Returned,,PayPal,Standard,33.12,synthetic_returns
ORD00002954,PROD00002954,USER00002954,2024-02-01,,Toys,256.75,1,,Not Returned,,PayPal,Next-Day,46.03,synthetic_returns
ORD00005589,PROD00005589,USER00005589,2024-02-01,2024-05-28,Home,479.14,3,Wrong item,Returned,117.0,PayPal,Express,38.37,synthetic_returns
ORD00007654,PROD00007654,USER00007654,2024-02-01,,Toys,174.33,2,,Not Returned,,PayPal,Standard,20.96,synthetic_returns
ORD00006209,PROD00006209,USER00006209,2024-02-02,2024-04-02,Toys,112.94,2,Not as described,Returned,60.0,Debit Card,Standard,44.57,synthetic_returns
ORD00007614,PROD00007614,USER00007614,2024-02-02,,Home,170.81,5,,Not Returned,,Credit Card,Next-Day,23.98,synthetic_returns
ORD00008072,PROD00008072,USER00008072,2024-02-02,2023-12-28,Books,429.41,5,Wrong item,Returned,-36.0,Debit Card,Standard,18.85,synthetic_returns
ORD00000033,PROD00000033,USER00000033,2024-02-03,2023-08-18,Home,335.28,4,Wrong item,Returned,-169.0,Debit Card,Next-Day,25.37,synthetic_returns
ORD00002534,PROD00002534,USER00002534,2024-02-03,2023-04-13,Electronics,499.38,5,Not as described,Returned,-296.0,Debit Card,Standard,4.69,synthetic_returns
ORD00005570,PROD00005570,USER00005570,2024-02-03,2024-11-08,Books,114.76,5,Defective,Returned,279.0,PayPal,Standard,46.14,synthetic_returns
ORD00008078,PROD00008078,USER00008078,2024-02-03,2023-10-08,Books,357.85,5,Defective,Returned,-118.0,PayPal,Next-Day,36.81,synthetic_returns
ORD00003834,PROD00003834,USER00003834,2024-02-04,,Books,309.19,1,,Not Returned,,Debit Card,Next-Day,15.83,synthetic_returns
ORD00007414,PROD00007414,USER00007414,2024-02-04,,Electronics,147.31,5,,Not Returned,,Debit Card,Express,5.42,synthetic_returns
ORD00007825,PROD00007825,USER00007825,2024-02-04,,Books,26.41,3,,Not Returned,,Gift Card,Standard,48.75,synthetic_returns
ORD00005406,PROD00005406,USER00005406,2024-02-05,2023-04-13,Books,444.42,2,Wrong item,Returned,-298.0,Debit Card,Next-Day,12.52,synthetic_returns
ORD00005635,PROD00005635,USER00005635,2024-02-05,,Clothing,312.68,3,,Not Returned,,Credit Card,Next-Day,43.57,synthetic_returns
ORD00006266,PROD00006266,USER00006266,2024-02-05,,Books,221.53,4,,Not Returned,,Debit Card,Express,45.14,synthetic_returns
ORD00006349,PROD00006349,USER00006349,2024-02-05,,Toys,45.32,4,,Not Returned,,Gift Card,Express,38.19,synthetic_returns
ORD00008467,PROD00008467,USER00008467,2024-02-05,,Electronics,291.25,3,,Not Returned,,Credit Card,Express,17.32,synthetic_returns
ORD00004582,PROD00004582,USER00004582,2024-02-06,,Books,97.69,2,,Not Returned,,Credit Card,Next-Day,40.56,synthetic_returns
ORD00006990,PROD00006990,USER00006990,2024-02-06,,Books,381.11,1,,Not Returned,,Gift Card,Standard,1.55,synthetic_returns
ORD00000934,PROD00000934,USER00000934,2024-02-07,,Clothing,55.53,5,,Not Returned,,Debit Card,Express,1.79,synthetic_returns
ORD00002358,PROD00002358,USER00002358,2024-02-07,2024-10-18,Toys,23.78,1,Not as described,Returned,254.0,Debit Card,Next-Day,18.43,synthetic_returns
ORD00003123,PROD00003123,USER00003123,2024-02-07,2023-02-01,Electronics,214.57,1,Not as described,Returned,-371.0,PayPal,Next-Day,35.34,synthetic_returns
ORD00003434,PROD00003434,USER00003434,2024-02-07,2023-02-21,Books,473.18,5,Changed mind,Returned,-351.0,Debit Card,Standard,1.74,synthetic_returns
ORD00004338,PROD00004338,USER00004338,2024-02-07,,Electronics,91.4,1,,Not Returned,,PayPal,Standard,5.36,synthetic_returns
ORD00006959,PROD00006959,USER00006959,2024-02-07,2023-09-07,Home,498.85,1,Not as described,Returned,-153.0,Debit Card,Next-Day,25.53,synthetic_returns
ORD00001429,PROD00001429,USER00001429,2024-02-08,,Home,44.52,2,,Not Returned,,Gift Card,Express,20.1,synthetic_returns
ORD00007342,PROD00007342,USER00007342,2024-02-09,2023-04-17,Books,136.67,2,Wrong item,Returned,-298.0,PayPal,Express,31.91,synthetic_returns
ORD00009629,PROD00009629,USER00009629,2024-02-09,2024-07-13,Clothing,317.66,5,Changed mind,Returned,155.0,Debit Card,Express,8.11,synthetic_returns
ORD00000603,PROD00000603,USER00000603,2024-02-10,,Clothing,386.47,4,,Not Returned,,Gift Card,Express,1.89,synthetic_returns
ORD00003524,PROD00003524,USER00003524,2024-02-10,,Clothing,297.93,5,,Not Returned,,Credit Card,Standard,12.65,synthetic_returns
ORD00006255,PROD00006255,USER00006255,2024-02-10,2024-12-14,Electronics,396.7,3,Changed mind,Returned,308.0,Debit Card,Standard,13.21,synthetic_returns
ORD00003018,PROD00003018,USER00003018,2024-02-11,,Home,216.48,1,,Not Returned,,Debit Card,Next-Day,36.02,synthetic_returns
ORD00003033,PROD00003033,USER00003033,2024-02-11,,Clothing,205.91,5,,Not Returned,,Credit Card,Express,1.17,synthetic_returns
ORD00006775,PROD00006775,USER00006775,2024-02-11,,Books,309.25,3,,Not Returned,,PayPal,Standard,37.73,synthetic_returns
ORD00007216,PROD00007216,USER00007216,2024-02-11,,Electronics,75.02,2,,Not Returned,,Gift Card,Express,9.08,synthetic_returns
ORD00007886,PROD00007886,USER00007886,2024-02-11,2024-09-05,Books,113.12,4,Defective,Returned,207.0,PayPal,Standard,12.59,synthetic_returns
ORD00003519,PROD00003519,USER00003519,2024-02-12,,Toys,411.97,3,,Not Returned,,PayPal,Next-Day,47.14,synthetic_returns
ORD00005747,PROD00005747,USER00005747,2024-02-12,2023-03-15,Books,240.4,1,Not as described,Returned,-334.0,Debit Card,Standard,4.23,synthetic_returns
ORD00006412,PROD00006412,USER00006412,2024-02-12,,Clothing,418.58,4,,Not Returned,,Credit Card,Next-Day,19.12,synthetic_returns
ORD00007737,PROD00007737,USER00007737,2024-02-12,,Books,46.01,1,,Not Returned,,PayPal,Next-Day,7.96,synthetic_returns
ORD00004151,PROD00004151,USER00004151,2024-02-13,,Home,327.04,4,,Not Returned,,Debit Card,Standard,2.2,synthetic_returns
ORD00004504,PROD00004504,USER00004504,2024-02-13,2024-07-24,Clothing,424.84,4,Changed mind,Returned,162.0,Gift Card,Next-Day,23.7,synthetic_returns
ORD00005805,PROD00005805,USER00005805,2024-02-13,,Electronics,74.58,1,,Not Returned,,Debit Card,Next-Day,21.11,synthetic_returns
ORD00008764,PROD00008764,USER00008764,2024-02-13,,Home,48.37,4,,Not Returned,,PayPal,Express,14.86,synthetic_returns
ORD00009998,PROD00009998,USER00009998,2024-02-13,,Toys,129.22,1,,Not Returned,,Gift Card,Express,49.97,synthetic_returns
ORD00000483,PROD00000483,USER00000483,2024-02-14,2024-09-04,Home,496.87,2,Defective,Returned,203.0,PayPal,Next-Day,32.48,synthetic_returns
ORD00007653,PROD00007653,USER00007653,2024-02-14,2023-04-06,Electronics,360.03,2,Wrong item,Returned,-314.0,Credit Card,Standard,10.88,synthetic_returns
ORD00007727,PROD00007727,USER00007727,2024-02-14,2023-04-11,Home,479.46,4,Changed mind,Returned,-309.0,PayPal,Standard,36.66,synthetic_returns
ORD00008142,PROD00008142,USER00008142,2024-02-14,,Books,6.1,4,,Not Returned,,PayPal,Next-Day,2.15,synthetic_returns
ORD00001220,PROD00001220,USER00001220,2024-02-15,,Toys,254.39,2,,Not Returned,,PayPal,Express,12.21,synthetic_returns
ORD00003017,PROD00003017,USER00003017,2024-02-15,2023-01-27,Books,243.32,5,Changed mind,Returned,-384.0,Debit Card,Express,23.73,synthetic_returns
ORD00007621,PROD00007621,USER00007621,2024-02-15,,Home,120.82,2,,Not Returned,,Credit Card,Express,40.21,synthetic_returns
ORD00007828,PROD00007828,USER00007828,2024-02-15,2023-05-18,Electronics,22.35,2,Changed mind,Returned,-273.0,Gift Card,Next-Day,9.03,synthetic_returns
ORD00001731,PROD00001731,USER00001731,2024-02-16,,Electronics,288.89,1,,Not Returned,,Gift Card,Standard,41.22,synthetic_returns
ORD00002055,PROD00002055,USER00002055,2024-02-16,,Home,364.06,3,,Not Returned,,Debit Card,Express,23.55,synthetic_returns
ORD00005019,PROD00005019,USER00005019,2024-02-16,,Home,391.11,3,,Not Returned,,Debit Card,Express,30.29,synthetic_returns
ORD00007618,PROD00007618,USER00007618,2024-02-16,,Clothing,184.29,5,,Not Returned,,Gift Card,Express,32.58,synthetic_returns
ORD00000316,PROD00000316,USER00000316,2024-02-17,,Toys,471.67,1,,Not Returned,,Gift Card,Next-Day,15.12,synthetic_returns
ORD00002455,PROD00002455,USER00002455,2024-02-17,,Home,249.62,5,,Not Returned,,Gift Card,Standard,36.28,synthetic_returns
ORD00003842,PROD00003842,USER00003842,2024-02-17,2024-05-29,Toys,456.84,5,Changed mind,Returned,102.0,PayPal,Standard,11.04,synthetic_returns
ORD00007500,PROD00007500,USER00007500,2024-02-17,,Books,302.35,5,,Not Returned,,Debit Card,Next-Day,22.51,synthetic_returns
ORD00003130,PROD00003130,USER00003130,2024-02-18,2024-01-26,Clothing,76.05,4,Wrong item,Returned,-23.0,PayPal,Standard,36.01,synthetic_returns
ORD00006428,PROD00006428,USER00006428,2024-02-18,2023-11-20,Toys,153.82,4,Defective,Returned,-90.0,PayPal,Standard,22.46,synthetic_returns
ORD00002088,PROD00002088,USER00002088,2024-02-19,,Home,100.7,4,,Not Returned,,Gift Card,Express,27.51,synthetic_returns
ORD00003194,PROD00003194,USER00003194,2024-02-19,,Home,374.27,2,,Not Returned,,Credit Card,Standard,36.71,synthetic_returns
ORD00004058,PROD00004058,USER00004058,2024-02-19,,Clothing,314.14,2,,Not Returned,,PayPal,Next-Day,45.18,synthetic_returns
ORD00000617,PROD00000617,USER00000617,2024-02-20,,Home,333.65,1,,Not Returned,,Gift Card,Express,7.53,synthetic_returns
ORD00003204,PROD00003204,USER00003204,2024-02-20,,Clothing,398.33,1,,Not Returned,,Gift Card,Next-Day,47.05,synthetic_returns
ORD00008537,PROD00008537,USER00008537,2024-02-20,,Clothing,106.35,5,,Not Returned,,Credit Card,Express,20.83,synthetic_returns
ORD00005521,PROD00005521,USER00005521,2024-02-21,,Toys,436.98,5,,Not Returned,,Credit Card,Express,34.72,synthetic_returns
ORD00005766,PROD00005766,USER00005766,2024-02-21,,Electronics,171.17,3,,Not Returned,,Credit Card,Next-Day,31.25,synthetic_returns
ORD00000960,PROD00000960,USER00000960,2024-02-22,,Clothing,393.56,2,,Not Returned,,PayPal,Standard,47.63,synthetic_returns
ORD00003745,PROD00003745,USER00003745,2024-02-22,,Electronics,176.21,4,,Not Returned,,Debit Card,Standard,39.06,synthetic_returns
ORD00006483,PROD00006483,USER00006483,2024-02-22,,Books,486.03,2,,Not Returned,,Debit Card,Next-Day,32.85,synthetic_returns
ORD00007464,PROD00007464,USER00007464,2024-02-22,2023-05-07,Electronics,200.96,3,Changed mind,Returned,-291.0,PayPal,Express,9.45,synthetic_returns
ORD00006670,PROD00006670,USER00006670,2024-02-23,,Electronics,479.53,1,,Not Returned,,Credit Card,Next-Day,4.11,synthetic_returns
ORD00009412,PROD00009412,USER00009412,2024-02-23,2024-04-22,Books,452.4,1,Not as described,Returned,59.0,Credit Card,Standard,18.7,synthetic_returns
ORD00000416,PROD00000416,USER00000416,2024-02-24,,Books,232.71,1,,Not Returned,,Credit Card,Express,47.65,synthetic_returns
ORD00008618,PROD00008618,USER00008618,2024-02-24,2024-07-08,Home,467.19,4,Not as described,Returned,135.0,Gift Card,Standard,29.46,synthetic_returns
ORD00002991,PROD00002991,USER00002991,2024-02-25,,Books,283.8,1,,Not Returned,,PayPal,Next-Day,40.69,synthetic_returns
ORD00002523,PROD00002523,USER00002523,2024-02-26,,Toys,117.76,1,,Not Returned,,Credit Card,Express,9.59,synthetic_returns
ORD00003482,PROD00003482,USER00003482,2024-02-26,,Home,329.42,3,,Not Returned,,Gift Card,Express,32.35,synthetic_returns
ORD00007516,PROD00007516,USER00007516,2024-02-27,2023-11-25,Clothing,467.0,1,Wrong item,Returned,-94.0,Debit Card,Next-Day,2.36,synthetic_returns
ORD00003400,PROD00003400,USER00003400,2024-02-28,2023-09-01,Home,63.79,5,Changed mind,Returned,-180.0,Debit Card,Standard,0.09,synthetic_returns
ORD00005945,PROD00005945,USER00005945,2024-02-28,2024-03-29,Home,68.8,1,Defective,Returned,30.0,PayPal,Next-Day,5.51,synthetic_returns
ORD00008341,PROD00008341,USER00008341,2024-02-28,,Electronics,192.01,2,,Not Returned,,PayPal,Standard,46.17,synthetic_returns
ORD00001543,PROD00001543,USER00001543,2024-02-29,,Toys,301.38,5,,Not Returned,,Gift Card,Express,13.97,synthetic_returns
ORD00004771,PROD00004771,USER00004771,2024-02-29,2024-02-15,Books,442.74,5,Defective,Returned,-14.0,Gift Card,Next-Day,35.49,synthetic_returns
ORD00004871,PROD00004871,USER00004871,2024-02-29,,Home,385.87,4,,Not Returned,,Credit Card,Express,46.82,synthetic_returns
ORD00001691,PROD00001691,USER00001691,2024-03-01,2024-04-12,Clothing,136.94,3,Changed mind,Returned,42.0,Debit Card,Next-Day,36.78,synthetic_returns
ORD00003921,PROD00003921,USER00003921,2024-03-01,2024-05-26,Toys,498.64,1,Changed mind,Returned,86.0,Credit Card,Next-Day,39.14,synthetic_returns
ORD00004541,PROD00004541,USER00004541,2024-03-01,,Home,37.6,3,,Not Returned,,PayPal,Express,32.78,synthetic_returns
ORD00008191,PROD00008191,USER00008191,2024-03-02,2024-02-10,Electronics,321.79,2,Not as described,Returned,-21.0,Gift Card,Express,39.62,synthetic_returns
ORD00002375,PROD00002375,USER00002375,2024-03-03,2023-02-06,Electronics,242.87,2,Changed mind,Returned,-391.0,Gift Card,Next-Day,21.04,synthetic_returns
ORD00003151,PROD00003151,USER00003151,2024-03-03,,Toys,385.06,5,,Not Returned,,Credit Card,Next-Day,10.31,synthetic_returns
ORD00001817,PROD00001817,USER00001817,2024-03-04,2023-05-07,Home,105.22,2,Wrong item,Returned,-302.0,Gift Card,Express,25.62,synthetic_returns
ORD00002275,PROD00002275,USER00002275,2024-03-04,2024-01-15,Clothing,61.57,4,Changed mind,Returned,-49.0,Gift Card,Standard,20.39,synthetic_returns
ORD00006101,PROD00006101,USER00006101,2024-03-04,2023-04-16,Electronics,263.12,2,Wrong item,Returned,-323.0,Gift Card,Express,31.64,synthetic_returns
ORD00008520,PROD00008520,USER00008520,2024-03-04,,Electronics,8.04,3,,Not Returned,,Debit Card,Next-Day,33.27,synthetic_returns
ORD00008794,PROD00008794,USER00008794,2024-03-04,,Toys,271.91,3,,Not Returned,,Credit Card,Standard,34.49,synthetic_returns
ORD00009144,PROD00009144,USER00009144,2024-03-04,2023-11-30,Books,451.96,1,Wrong item,Returned,-95.0,Credit Card,Standard,6.72,synthetic_returns
ORD00004149,PROD00004149,USER00004149,2024-03-05,,Home,321.7,5,,Not Returned,,Debit Card,Express,21.54,synthetic_returns
ORD00006162,PROD00006162,USER00006162,2024-03-05,,Clothing,379.83,2,,Not Returned,,Credit Card,Standard,48.74,synthetic_returns
ORD00002260,PROD00002260,USER00002260,2024-03-06,,Toys,122.98,2,,Not Returned,,Gift Card,Next-Day,37.0,synthetic_returns
ORD00003971,PROD00003971,USER00003971,2024-03-06,,Books,19.91,2,,Not Returned,,Debit Card,Express,21.76,synthetic_returns
ORD00000655,PROD00000655,USER00000655,2024-03-07,,Books,140.72,1,,Not Returned,,Credit Card,Standard,4.09,synthetic_returns
ORD00000921,PROD00000921,USER00000921,2024-03-07,,Electronics,5.46,2,,Not Returned,,PayPal,Next-Day,9.32,synthetic_returns
ORD00001121,PROD00001121,USER00001121,2024-03-07,,Toys,195.71,5,,Not Returned,,Gift Card,Express,46.25,synthetic_returns
ORD00007507,PROD00007507,USER00007507,2024-03-07,,Electronics,52.02,3,,Not Returned,,PayPal,Next-Day,0.16,synthetic_returns
